Joueur,�ge,Position,Ligue,�quipe,Matchs jou�s,Titularisations,Minutes jou�es,Matches �quivalents 90 minutes,Buts,Passes d�cisives,Buts + Passes d�cisives,Buts hors penalty,Penalty marqu�s,Penalty tent�s,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG) ,Passes d�cisives attendues (xAG),xG + xAG hors penalty,Passes progressives ,Courses progressives ,R�ceptions progressives ,Buts par 90 minutes,Passes d�cisives par 90 minutes,Buts + Passes d�cisives par 90 minutes ,Buts hors penalty par 90 minutes,Buts + Passes d�cisives hors penalty par 90 min,xG par 90 minutes,xAG par 90 minutes,xG + xAG par 90 minutes,npxG par 90 minutes,npxG + xAG par 90 minutes,Matches (�quivalents 90 minutes),Actions menant � un tir,Actions menant � un tir par 90 minutes ,Passes vivantes menant � un tir,Passes arr�t�es menant � un tir,Ballons perdus menant � un tir,Tirs menant � un tir,Fautes subies menant � un tir,Actions d�fensives menant � un tir,Actions menant � un but,Actions menant � un but par 90 minutes,Passes vivantes menant � un but,Passes arr�t�es menant � un but,Ballons perdus menant � un but,Tirs menant � un but,Fautes subies menant � un but ,Actions d�fensives menant � un but,Passes r�ussies totales,Passes tent�es totales,Pourcentage de r�ussite des passes,Distance totale des passes ,Distance progressive des passes,Passes courtes r�ussies,Passes courtes tent�es,Pourcentage de r�ussite des passes courtes,Passes moyennes r�ussies,Passes moyennes tent�es,Pourcentage de r�ussite des passes moyennes,Passes longues r�ussies,Passes longues tent�es,Pourcentage de r�ussite des passes longues,Passes d�cisives,Passes d�cisives attendues (xAG),Passes attendues ,Diff�rence entre passes attendues et xAG,Passes cl�s,Passes vers le dernier tiers,Passes dans la surface adverse,Centres dans la surface adverse,Passes progressives,Deuxi�me carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres,Performance Iterceptions ,Tacles r�ussis,Penalty obtenus,Penalty conc�d�s,Buts contre son camp,Ballons r�cup�r�s,Duels a�riens gagn�s,Duels a�riens perdus,Pourcentage de duels a�riens gagn�s,Buts,Tirs,Tirs cadr�s,Pourcentage de tirs cadr�s,Tirs par 90 minutes,Tirs cadr�s par 90 minutes,Buts par tir,Buts par tir cadr� ,Distance moyenne des tirs,Coups francs,Penalty marqu�s,Penalty tent�s,Buts attendus (xG),Buts attendus hors penalty (npxG),npxG par tir,Diff�rence entre buts r�els et xG ,Diff�rence entre buts r�els hors penalty et npxG,Tacles,Tacles r�ussis,Tacles dans le tiers d�fensif,Tacles dans le tiers m�dian,Tacles dans le tiers offensif,Tacles dans les duels ,Duels tent�s,Pourcentage de tacles r�ussis Tkl%,Duels perdus,Contres,Tirs contr�s ,Passes cntr�es ,Interceptions ,Tacles + Interceptions,D�gagements,Erreurs ayant conduit � un tir adverse,Minutes par match ,Pourcentage de minutes jou�es ,Titularisations,Minutes par titularisation ,Matches compl�t�s,Rempla�ants,Minutes par entr�e,Matches non remplac�,Points par match,Buts marqu�s avec le joueur,Buts encaiss�s avec le joueur,Diff�rence de buts avec le joueur,Diff�rence de buts par 90 minutes,Diff�rence avec/sans le joueur,xG marqu�s avec le joueur ,xG encaiss�s avec le joueur,Diff�rence de xG avec le joueur,Diff�rence de xG par 90 minutes,Diff�rence de xG avec/sans le joueur,Touches,Touches dans la surface d�fensive,Touches dans le tiers d�fensif,Touches dans le tier m�dian,Touches dans le tiers offensif,Touches dans la surface offensive,Ballons en jeu,Dribbles tent�s,Dribbles r�ussis,Pourcentage de dribbles r�ussis,Ballons perdus apr�s dribble,Pourcentage de ballons perdus apr�s dribble,Port�es de balle,Distance totale parcourue avec le ballon,Distance progressive parcourue avec le ballon,Courses progressives,Courses vers le dernier tiers,Courses dans la surface adverse
Dante,39.0,Defender,Ligue 1,Nice,32.0,32.0,2843.0,31.6,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,0.9,0.9,1.0,2.0,13.0,185.0,6.0,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.06,0.03,0.06,31.6,51.0,1.61,49.0,0.0,0.0,2.0,0.0,0.0,6.0,0.19,6.0,0.0,0.0,0.0,0.0,0.0,2540.0,2803.0,90.6,43573.0,17293.0,1157.0,1213.0,95.4,1141.0,1202.0,94.9,183.0,303.0,60.4,1.0,1.0,1.2,0.0,13.0,170.0,7.0,1.0,185.0,0.0,42.0,17.0,0.0,10.0,37.0,30.0,0.0,1.0,0.0,219.0,55.0,31.0,64.0,1.0,15.0,5.0,33.3,0.47,0.16,0.07,0.2,13.9,0.0,0.0,0.0,0.9,0.9,0.06,0.1,0.1,62.0,30.0,44.0,16.0,2.0,38.0,52.0,73.1,14.0,43.0,22.0,21.0,37.0,99.0,77.0,2.0,89.0,92.9,32.0,89.0,31.0,0.0,0.0,0.0,1.69,37.0,25.0,12.0,0.38,0.79,48.0,31.9,16.1,0.51,1.2,3067.0,325.0,1402.0,1592.0,87.0,20.0,3067.0,5.0,4.0,80.0,1.0,20.0,2477.0,12006.0,6060.0,13.0,20.0,1.0
Raimane Daou,18.0,Defender,Ligue 1,Marseille,1.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,84.6,120.0,30.0,11.0,11.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,25.0,0.8,0.0,0.0,0.0,1.0,25.0,2.0,1.0,1.0,1.0,0.0,0.0,-0.33,0.2,0.2,0.1,0.19,-0.39,17.0,2.0,8.0,8.0,1.0,0.0,17.0,1.0,0.0,0.0,1.0,100.0,12.0,85.0,7.0,0.0,0.0,0.0
Mohammed Daramy,21.0,Forward,Ligue 1,Reims,25.0,19.0,1648.0,18.3,4.0,5.0,9.0,3.0,1.0,1.0,0.0,0.0,4.6,3.8,2.4,6.2,72.0,69.0,162.0,0.22,0.27,0.49,0.16,0.44,0.25,0.13,0.38,0.21,0.34,18.3,59.0,3.22,43.0,0.0,9.0,3.0,4.0,0.0,8.0,0.44,7.0,0.0,1.0,0.0,0.0,0.0,401.0,527.0,76.1,5848.0,1542.0,222.0,276.0,80.4,139.0,171.0,81.3,17.0,29.0,58.6,5.0,2.4,2.9,2.6,23.0,22.0,30.0,3.0,69.0,0.0,7.0,28.0,9.0,15.0,4.0,9.0,0.0,0.0,0.0,71.0,5.0,11.0,31.3,4.0,30.0,10.0,33.3,1.64,0.55,0.1,0.3,14.8,0.0,1.0,1.0,4.6,3.8,0.13,-0.6,-0.8,10.0,9.0,4.0,4.0,2.0,6.0,16.0,37.5,10.0,5.0,1.0,4.0,4.0,14.0,4.0,0.0,66.0,53.9,19.0,79.0,5.0,6.0,24.0,0.0,1.52,24.0,25.0,-1.0,-0.05,0.2,26.8,20.5,6.4,0.35,0.87,718.0,7.0,67.0,255.0,410.0,84.0,717.0,94.0,52.0,55.3,37.0,39.4,589.0,4642.0,2276.0,72.0,46.0,32.0
Sergi Darder,29.0,Midfielder,La Liga,Mallorca,36.0,21.0,2157.0,24.0,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,2.2,2.2,6.4,8.6,56.0,132.0,75.0,0.08,0.21,0.29,0.08,0.29,0.09,0.27,0.36,0.09,0.36,24.0,91.0,3.8,53.0,29.0,1.0,3.0,4.0,1.0,7.0,0.29,3.0,4.0,0.0,0.0,0.0,0.0,725.0,1002.0,72.4,13785.0,4827.0,313.0,357.0,87.7,275.0,349.0,78.8,115.0,229.0,50.2,5.0,6.4,5.0,-1.4,51.0,120.0,32.0,14.0,132.0,0.0,19.0,35.0,1.0,149.0,16.0,26.0,0.0,0.0,0.0,124.0,8.0,14.0,36.4,2.0,32.0,12.0,37.5,1.34,0.5,0.06,0.17,22.4,1.0,0.0,0.0,2.2,2.2,0.07,-0.2,-0.2,39.0,26.0,13.0,21.0,5.0,12.0,31.0,38.7,19.0,20.0,4.0,16.0,16.0,55.0,16.0,0.0,60.0,63.1,21.0,84.0,11.0,15.0,26.0,0.0,1.08,19.0,29.0,-10.0,-0.42,-0.35,26.6,28.8,-2.2,-0.09,-0.07,1229.0,10.0,141.0,709.0,409.0,30.0,1229.0,62.0,34.0,54.8,21.0,33.9,729.0,4660.0,2351.0,56.0,51.0,4.0
Achraf Dari,24.0,Defender,Ligue 1,Brest,4.0,1.0,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,1.3,1.0,0.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,85.0,85.9,1773.0,564.0,11.0,14.0,78.6,45.0,47.0,95.7,17.0,23.0,73.9,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,9.0,4.0,0.0,100.0,0.0,1.0,1.0,100.0,0.74,0.74,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,5.0,6.0,9.0,1.0,30.0,4.0,1.0,90.0,1.0,3.0,10.0,11.0,1.0,0.0,2.0,-2.0,-1.49,-2.13,0.9,2.6,-1.7,-1.23,-1.56,103.0,12.0,54.0,46.0,3.0,1.0,103.0,0.0,0.0,0.0,0.0,0.0,71.0,330.0,155.0,0.0,0.0,0.0
Matteo Darmian,33.0,Defender,Serie A,Inter,33.0,27.0,2404.0,26.7,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,1.8,3.0,18.0,72.0,82.0,0.07,0.04,0.11,0.07,0.11,0.04,0.07,0.11,0.04,0.11,26.7,55.0,2.06,45.0,6.0,0.0,2.0,2.0,0.0,3.0,0.11,2.0,0.0,0.0,0.0,1.0,0.0,1181.0,1389.0,85.0,20253.0,6795.0,512.0,565.0,90.6,558.0,611.0,91.3,83.0,144.0,57.6,1.0,1.8,1.3,-0.8,22.0,64.0,14.0,6.0,72.0,0.0,27.0,11.0,1.0,21.0,13.0,22.0,1.0,2.0,0.0,74.0,20.0,17.0,54.1,2.0,10.0,5.0,50.0,0.37,0.19,0.2,0.4,15.7,0.0,0.0,0.0,1.2,1.2,0.12,0.8,0.8,48.0,22.0,23.0,15.0,10.0,20.0,53.0,37.7,33.0,27.0,11.0,16.0,13.0,61.0,55.0,0.0,73.0,70.3,27.0,81.0,14.0,6.0,36.0,5.0,2.61,62.0,15.0,47.0,1.76,-0.01,56.0,21.8,34.2,1.28,0.13,1586.0,109.0,540.0,766.0,286.0,27.0,1586.0,15.0,5.0,33.3,10.0,66.7,832.0,3149.0,1584.0,18.0,15.0,2.0
Lukas Daschner,24.0,Midfielder,Bundesliga,Bochum,20.0,3.0,536.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.3,2.3,1.0,3.3,11.0,17.0,37.0,0.17,0.17,0.34,0.17,0.34,0.39,0.16,0.55,0.39,0.55,6.0,20.0,3.35,15.0,1.0,1.0,1.0,2.0,0.0,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,107.0,179.0,59.8,1382.0,483.0,64.0,90.0,71.1,30.0,49.0,61.2,3.0,17.0,17.6,1.0,1.0,1.2,0.0,10.0,8.0,7.0,2.0,17.0,0.0,4.0,9.0,0.0,20.0,2.0,4.0,0.0,0.0,0.0,24.0,5.0,12.0,29.4,1.0,13.0,5.0,38.5,2.18,0.84,0.08,0.2,16.7,0.0,0.0,0.0,2.3,2.3,0.18,-1.3,-1.3,9.0,4.0,2.0,3.0,4.0,4.0,9.0,44.4,5.0,7.0,0.0,7.0,2.0,11.0,2.0,0.0,27.0,17.5,3.0,73.0,0.0,17.0,19.0,13.0,0.7,8.0,16.0,-8.0,-1.34,-0.49,11.5,13.2,-1.7,-0.29,0.34,251.0,2.0,23.0,97.0,136.0,24.0,251.0,22.0,12.0,54.5,8.0,36.4,140.0,741.0,318.0,11.0,11.0,3.0
Josh Dasilva,24.0,Defender,Premier League,Brentford,3.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,0.72,0.3,1.0,3.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,52.6,153.0,59.0,5.0,7.0,71.4,5.0,7.0,71.4,0.0,2.0,0.0,0.0,0.2,0.2,-0.2,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.7,0.0,0.0,0.0,3.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.24,0.2,0.1,0.1,0.32,0.27,26.0,1.0,1.0,6.0,19.0,6.0,26.0,4.0,2.0,50.0,2.0,50.0,17.0,153.0,69.0,2.0,0.0,2.0
David Datro Fofana,20.0,Forward,Premier League,Burnley,15.0,10.0,879.0,9.8,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,4.5,4.5,1.8,6.4,21.0,15.0,39.0,0.41,0.1,0.51,0.41,0.51,0.46,0.19,0.65,0.46,0.65,9.8,18.0,1.84,8.0,0.0,4.0,4.0,1.0,1.0,2.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,117.0,173.0,67.6,1574.0,343.0,67.0,94.0,71.3,36.0,49.0,73.5,5.0,6.0,83.3,1.0,1.8,0.3,-0.8,8.0,9.0,5.0,1.0,15.0,0.0,17.0,10.0,9.0,3.0,1.0,5.0,0.0,0.0,0.0,22.0,13.0,33.0,28.3,4.0,19.0,10.0,52.6,1.95,1.02,0.21,0.4,14.0,0.0,0.0,0.0,4.5,4.5,0.24,-0.5,-0.5,10.0,5.0,3.0,5.0,2.0,3.0,6.0,50.0,3.0,9.0,3.0,6.0,1.0,11.0,2.0,0.0,59.0,25.7,10.0,80.0,5.0,5.0,15.0,1.0,0.73,10.0,18.0,-8.0,-0.82,0.21,13.7,17.2,-3.5,-0.36,0.57,307.0,10.0,36.0,130.0,147.0,45.0,307.0,41.0,15.0,36.6,22.0,53.7,187.0,1226.0,527.0,21.0,9.0,11.0
David Datro Fofana,20.0,Forward,Bundesliga,Union Berlin,12.0,8.0,682.0,7.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8,2.8,0.3,3.1,20.0,14.0,66.0,0.13,0.0,0.13,0.13,0.13,0.37,0.05,0.41,0.37,0.41,7.6,28.0,3.7,14.0,1.0,6.0,7.0,0.0,0.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0,106.0,152.0,69.7,1536.0,346.0,65.0,83.0,78.3,25.0,39.0,64.1,9.0,10.0,90.0,0.0,0.3,0.3,-0.3,5.0,5.0,8.0,2.0,14.0,0.0,8.0,12.0,4.0,11.0,0.0,7.0,0.0,0.0,0.0,25.0,10.0,17.0,37.0,1.0,26.0,12.0,46.2,3.43,1.58,0.04,0.08,15.6,4.0,0.0,0.0,2.8,2.8,0.11,-1.8,-1.8,10.0,7.0,3.0,5.0,2.0,4.0,9.0,44.4,5.0,4.0,0.0,4.0,0.0,10.0,5.0,0.0,57.0,22.3,8.0,66.0,1.0,4.0,40.0,0.0,0.83,6.0,16.0,-10.0,-1.32,-0.75,9.9,10.8,-0.9,-0.12,0.24,288.0,6.0,21.0,98.0,176.0,42.0,288.0,49.0,19.0,38.8,26.0,53.1,180.0,1265.0,523.0,20.0,16.0,13.0
Juan David Cabal,22.0,Defender,Serie A,Hellas Verona,22.0,17.0,1497.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.4,0.9,26.0,70.0,48.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,16.6,40.0,2.41,28.0,3.0,1.0,2.0,2.0,4.0,2.0,0.12,1.0,0.0,0.0,0.0,0.0,1.0,561.0,790.0,71.0,9888.0,4415.0,265.0,306.0,86.6,228.0,302.0,75.5,56.0,126.0,44.4,0.0,0.4,0.6,-0.4,12.0,57.0,10.0,6.0,70.0,0.0,27.0,16.0,1.0,33.0,26.0,27.0,0.0,0.0,0.0,68.0,58.0,21.0,73.4,0.0,12.0,3.0,25.0,0.72,0.18,0.0,0.0,17.2,0.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5,36.0,27.0,19.0,14.0,3.0,18.0,29.0,62.1,11.0,30.0,9.0,21.0,26.0,62.0,55.0,2.0,68.0,43.8,17.0,85.0,11.0,5.0,10.0,8.0,0.95,18.0,21.0,-3.0,-0.18,0.29,18.6,22.1,-3.6,-0.21,0.12,1005.0,61.0,314.0,506.0,202.0,16.0,1005.0,24.0,12.0,50.0,9.0,37.5,412.0,1922.0,1152.0,26.0,17.0,1.0
Jonathan David,23.0,Forward,Ligue 1,Lille,34.0,30.0,2629.0,29.2,19.0,4.0,23.0,17.0,2.0,3.0,4.0,0.0,17.5,15.0,3.3,18.3,47.0,79.0,198.0,0.65,0.14,0.79,0.58,0.72,0.6,0.11,0.71,0.51,0.63,29.2,77.0,2.64,58.0,1.0,3.0,9.0,6.0,0.0,9.0,0.31,3.0,0.0,1.0,3.0,2.0,0.0,537.0,655.0,82.0,7433.0,1592.0,306.0,359.0,85.2,186.0,219.0,84.9,12.0,15.0,80.0,4.0,3.3,2.3,0.7,32.0,53.0,26.0,1.0,79.0,0.0,29.0,56.0,13.0,2.0,9.0,15.0,2.0,0.0,0.0,83.0,21.0,67.0,23.9,19.0,76.0,43.0,56.6,2.6,1.47,0.22,0.4,14.1,0.0,2.0,3.0,17.5,15.0,0.2,1.5,2.0,26.0,15.0,6.0,13.0,7.0,8.0,26.0,30.8,18.0,16.0,0.0,16.0,9.0,35.0,4.0,0.0,77.0,85.9,30.0,86.0,14.0,4.0,14.0,0.0,1.74,48.0,31.0,17.0,0.58,0.37,45.1,29.8,15.4,0.53,1.19,908.0,6.0,60.0,454.0,404.0,128.0,905.0,39.0,15.0,38.5,19.0,48.7,712.0,3779.0,1494.0,47.0,33.0,22.0
Alphonso Davies,22.0,Defender,Bundesliga,Bayern Munich,29.0,24.0,2065.0,22.9,2.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.9,3.8,121.0,117.0,139.0,0.09,0.22,0.31,0.09,0.31,0.04,0.12,0.17,0.04,0.17,22.9,76.0,3.31,63.0,1.0,7.0,1.0,2.0,2.0,14.0,0.61,10.0,1.0,2.0,0.0,1.0,0.0,1440.0,1642.0,87.7,20701.0,5332.0,847.0,929.0,91.2,536.0,589.0,91.0,27.0,52.0,51.9,5.0,2.9,3.3,2.1,37.0,88.0,31.0,7.0,117.0,0.0,16.0,20.0,0.0,31.0,26.0,24.0,0.0,1.0,0.0,179.0,14.0,9.0,60.9,2.0,13.0,4.0,30.8,0.57,0.17,0.15,0.5,22.2,0.0,0.0,0.0,1.0,1.0,0.08,1.0,1.0,47.0,24.0,29.0,13.0,5.0,30.0,53.0,56.6,23.0,30.0,4.0,26.0,26.0,73.0,49.0,1.0,71.0,67.5,24.0,81.0,16.0,5.0,23.0,2.0,2.17,65.0,30.0,35.0,1.53,0.26,54.4,22.5,31.9,1.39,-0.52,1934.0,60.0,547.0,871.0,558.0,64.0,1934.0,122.0,70.0,57.4,47.0,38.5,1225.0,7683.0,4482.0,121.0,93.0,35.0
Ben Davies,30.0,Defender,Premier League,Tottenham,17.0,12.0,1090.0,12.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.3,2.3,0.4,2.7,13.0,71.0,20.0,0.08,0.0,0.08,0.08,0.08,0.19,0.03,0.23,0.19,0.23,12.1,15.0,1.24,14.0,0.0,0.0,0.0,1.0,0.0,2.0,0.17,1.0,0.0,0.0,0.0,1.0,0.0,766.0,850.0,90.1,13839.0,5258.0,303.0,324.0,93.5,388.0,413.0,93.9,60.0,81.0,74.1,0.0,0.4,0.6,-0.4,4.0,80.0,4.0,0.0,71.0,0.0,8.0,19.0,0.0,10.0,10.0,17.0,1.0,0.0,0.0,53.0,29.0,21.0,58.0,1.0,12.0,2.0,16.7,0.99,0.17,0.08,0.5,11.8,0.0,0.0,0.0,2.3,2.3,0.19,-1.3,-1.3,24.0,17.0,13.0,8.0,3.0,16.0,21.0,76.2,5.0,17.0,15.0,2.0,10.0,34.0,35.0,0.0,64.0,31.9,12.0,86.0,10.0,5.0,12.0,13.0,1.82,25.0,21.0,4.0,0.33,-0.02,22.1,21.8,0.3,0.02,-0.15,972.0,97.0,406.0,473.0,96.0,23.0,972.0,10.0,4.0,40.0,6.0,60.0,593.0,3265.0,2044.0,13.0,13.0,1.0
Tom Davies,25.0,Midfielder,Premier League,Sheffield Utd,9.0,2.0,221.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.4,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,2.5,6.0,2.44,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.41,0.0,0.0,0.0,0.0,0.0,1.0,68.0,99.0,68.7,901.0,310.0,41.0,50.0,82.0,20.0,27.0,74.1,2.0,7.0,28.6,0.0,0.1,0.2,-0.1,1.0,6.0,1.0,0.0,8.0,0.0,7.0,2.0,0.0,4.0,3.0,5.0,0.0,1.0,0.0,21.0,3.0,3.0,50.0,0.0,4.0,1.0,25.0,1.63,0.41,0.0,0.0,15.4,0.0,0.0,0.0,0.4,0.4,0.09,-0.4,-0.4,10.0,5.0,4.0,3.0,3.0,3.0,9.0,33.3,6.0,2.0,1.0,1.0,3.0,13.0,6.0,1.0,25.0,6.5,2.0,45.0,0.0,7.0,19.0,1.0,0.44,2.0,11.0,-9.0,-3.67,-1.98,3.0,7.1,-4.1,-1.67,-0.7,142.0,9.0,44.0,65.0,34.0,5.0,142.0,8.0,2.0,25.0,5.0,62.5,67.0,381.0,167.0,3.0,2.0,1.0
Keinan Davis,25.0,Forward,Serie A,Udinese,8.0,0.0,186.0,2.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,2.0,6.0,15.0,0.48,0.0,0.48,0.48,0.48,0.24,0.04,0.28,0.24,0.28,2.1,11.0,5.32,8.0,0.0,0.0,3.0,0.0,0.0,1.0,0.48,0.0,0.0,0.0,1.0,0.0,0.0,36.0,50.0,72.0,512.0,122.0,20.0,26.0,76.9,14.0,16.0,87.5,1.0,1.0,100.0,0.0,0.1,0.2,-0.1,3.0,3.0,2.0,0.0,6.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,5.0,64.3,1.0,6.0,3.0,50.0,2.9,1.45,0.17,0.33,14.9,0.0,0.0,0.0,0.5,0.5,0.08,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,23.0,5.4,0.0,0.0,0.0,8.0,23.0,6.0,1.5,4.0,2.0,2.0,0.97,1.47,2.6,2.2,0.4,0.17,0.46,76.0,3.0,8.0,20.0,50.0,9.0,76.0,5.0,3.0,60.0,1.0,20.0,41.0,334.0,74.0,2.0,1.0,3.0
Paweł Dawidowicz,28.0,Defender,Serie A,Hellas Verona,28.0,25.0,2143.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.0,0.6,11.0,89.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,23.8,11.0,0.46,8.0,1.0,0.0,2.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,972.0,1173.0,82.9,20339.0,7048.0,247.0,302.0,81.8,587.0,647.0,90.7,131.0,199.0,65.8,0.0,0.0,0.1,0.0,2.0,60.0,2.0,0.0,89.0,0.0,33.0,9.0,0.0,2.0,24.0,30.0,0.0,0.0,1.0,139.0,67.0,30.0,69.1,0.0,9.0,1.0,11.1,0.38,0.04,0.0,0.0,11.5,0.0,0.0,0.0,0.5,0.5,0.06,-0.5,-0.5,53.0,30.0,33.0,18.0,2.0,17.0,29.0,58.6,12.0,17.0,9.0,8.0,24.0,77.0,114.0,1.0,77.0,62.7,25.0,84.0,21.0,3.0,15.0,2.0,1.0,20.0,31.0,-11.0,-0.46,-0.32,21.3,29.9,-8.6,-0.36,-0.22,1425.0,187.0,749.0,642.0,42.0,14.0,1425.0,5.0,4.0,80.0,1.0,20.0,749.0,3833.0,1819.0,11.0,8.0,0.0
Craig Dawson,33.0,Defender,Premier League,Wolves,25.0,25.0,2209.0,24.5,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.5,1.5,1.4,2.9,1.0,49.0,4.0,0.04,0.04,0.08,0.04,0.08,0.06,0.06,0.12,0.06,0.12,24.5,12.0,0.49,8.0,0.0,0.0,3.0,0.0,1.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,1104.0,1277.0,86.5,23417.0,8062.0,296.0,333.0,88.9,640.0,679.0,94.3,158.0,237.0,66.7,1.0,1.4,0.6,-0.4,9.0,52.0,2.0,0.0,49.0,0.0,20.0,15.0,4.0,1.0,16.0,20.0,0.0,0.0,0.0,100.0,63.0,32.0,66.3,1.0,16.0,5.0,31.3,0.65,0.2,0.06,0.2,11.2,0.0,0.0,0.0,1.5,1.5,0.09,-0.5,-0.5,30.0,20.0,23.0,6.0,1.0,22.0,34.0,64.7,12.0,51.0,39.0,12.0,16.0,46.0,120.0,1.0,88.0,64.6,25.0,88.0,23.0,0.0,0.0,2.0,1.4,33.0,38.0,-5.0,-0.2,0.54,32.4,39.4,-7.0,-0.29,0.75,1529.0,292.0,889.0,592.0,54.0,34.0,1529.0,3.0,3.0,100.0,0.0,0.0,896.0,4227.0,1932.0,1.0,7.0,0.0
