Joueur,Age,Position,Ligue,equipe,Matchs joues,Titularisations,Minutes jouees,Matches equivalents 90 minutes,Buts,Passes decisives,Buts + Passes décisives,Buts hors penalty,Penalty marques,Penalty tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG) ,Passes decisives attendues (xAG),xG + xAG hors penalty,Passes progressives ,Courses progressives ,Receptions progressives ,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes decisives par 90 minutes ,Buts hors penalty par 90 minutes,Buts + Passes decisives hors penalty par 90 min,xG par 90 minutes,xAG par 90 minutes,xG + xAG par 90 minutes,npxG par 90 minutes,npxG + xAG par 90 minutes,Matches (equivalents 90 minutes),Actions menant a un tir,Actions menant a un tir par 90 minutes ,Passes vivantes menant a un tir,Passes arretees menant a un tir,Ballons perdus menant a un tir,Tirs menant a un tir,Fautes subies menant a un tir,Actions defensives menant a un tir,Actions menant a un but,Actions menant a un but par 90 minutes,Passes vivantes menant a un but,Passes arretees menant a un but,Ballons perdus menant a un but,Tirs menant a un but,Fautes subies menant a un but ,Actions defensives menant a un but,Passes reussies totales,Passes tentees totales,Pourcentage de reussite des passes,Distance totale des passes ,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de reussite des passes courtes,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de reussite des passes moyennes,Passes longues reussies,Passes longues tentees,Pourcentage de reussite des passes longues,Passes decisives,Passes decisives attendues (xAG),Passes attendues ,Difference entre passes attendues et xAG,Passes cles,Passes vers le dernier tiers,Passes dans la surface adverse,Centres dans la surface adverse,Passes progressives,Deuxieme carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres,Performance Iterceptions ,Tacles reussis,Penalty obtenus,Penalty concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Buts,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs,Penalty marques,Penalty tentes,Buts attendus (xG),Buts attendus hors penalty (npxG),npxG par tir,Difference entre buts reels et xG ,Difference entre buts reels hors penalty et npxG,Tacles,Tacles reussis,Tacles dans le tiers defensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Tacles dans les duels ,Duels tentes,Pourcentage de tacles reussis Tkl%,Duels perdus,Contres,Tirs contres ,Passes contrees ,Interceptions ,Tacles + Interceptions,Degagements,Erreurs ayant conduit a un tir adverse,Minutes par match ,Pourcentage de minutes jouees ,Titularisations,Minutes par titularisation ,Matches completes,Remplacants,Minutes par entree,Matches non remplace,Points par match,Buts marques avec le joueur,Buts encaisses avec le joueur,Difference de buts avec le joueur,Difference de buts par 90 minutes,Difference avec/sans le joueur,xG marques avec le joueur ,xG encaisses avec le joueur,Difference de xG avec le joueur,Difference de xG par 90 minutes,Difference de xG avec/sans le joueur,Touches,Touches dans la surface defensive,Touches dans le tiers defensif,Touches dans le tier median,Touches dans le tiers offensif,Touches dans la surface offensive,Ballons en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Ballons perdus apres dribble,Pourcentage de ballons perdus apres dribble,Portees de balle,Distance totale parcourue avec le ballon,Distance progressive parcourue avec le ballon,Courses progressives,Courses vers le dernier tiers,Courses dans la surface adverse
Ibrahim Sulemana,20.0,Midfielder,Serie A,Cagliari,21.0,16.0,1339.0,14.9,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.8,0.8,0.1,0.9,15.0,27.0,14.0,0.13,0.0,0.13,0.13,0.13,0.05,0.01,0.06,0.05,0.06,14.9,20.0,1.34,17.0,0.0,1.0,1.0,1.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,361.0,452.0,79.9,6464.0,1260.0,163.0,184.0,88.6,151.0,172.0,87.8,42.0,72.0,58.3,0.0,0.1,0.2,-0.1,4.0,30.0,2.0,2.0,27.0,0.0,18.0,11.0,1.0,13.0,7.0,14.0,0.0,0.0,0.0,85.0,13.0,19.0,40.6,2.0,13.0,3.0,23.1,0.87,0.2,0.15,0.67,23.2,0.0,0.0,0.0,0.8,0.8,0.06,1.2,1.2,36.0,14.0,15.0,15.0,6.0,17.0,27.0,63.0,10.0,24.0,5.0,19.0,7.0,43.0,23.0,0.0,64.0,39.2,16.0,73.0,8.0,5.0,33.0,12.0,0.86,16.0,26.0,-10.0,-0.67,0.02,13.6,24.1,-10.6,-0.71,-0.67,617.0,32.0,175.0,338.0,115.0,7.0,617.0,18.0,9.0,50.0,8.0,44.4,302.0,1710.0,691.0,15.0,9.0,1.0
Tomáš Suslov,21.0,Midfielder,Serie A,Hellas Verona,32.0,23.0,2092.0,23.2,3.0,5.0,8.0,2.0,1.0,1.0,7.0,0.0,3.5,2.6,3.6,6.2,46.0,64.0,74.0,0.13,0.22,0.34,0.09,0.3,0.15,0.15,0.31,0.11,0.26,23.2,69.0,2.97,37.0,13.0,6.0,5.0,5.0,3.0,7.0,0.3,5.0,1.0,0.0,1.0,0.0,0.0,416.0,573.0,72.6,8181.0,2111.0,155.0,185.0,83.8,176.0,210.0,83.8,70.0,127.0,55.1,5.0,3.6,2.5,1.4,28.0,40.0,22.0,6.0,64.0,0.0,40.0,56.0,1.0,72.0,6.0,30.0,0.0,0.0,0.0,104.0,5.0,12.0,29.4,3.0,51.0,15.0,29.4,2.19,0.65,0.04,0.13,25.8,4.0,1.0,1.0,3.5,2.6,0.05,-0.5,-0.6,42.0,30.0,11.0,22.0,9.0,15.0,47.0,31.9,32.0,15.0,0.0,15.0,6.0,48.0,8.0,0.0,65.0,61.2,23.0,83.0,9.0,9.0,21.0,2.0,0.97,28.0,34.0,-6.0,-0.26,0.22,25.2,30.0,-4.8,-0.21,0.19,845.0,10.0,103.0,412.0,356.0,36.0,844.0,74.0,38.0,51.4,28.0,37.8,506.0,3572.0,1525.0,46.0,44.0,13.0
Suso,29.0,Midfielder,La Liga,Sevilla,29.0,15.0,1517.0,16.9,1.0,4.0,5.0,1.0,0.0,0.0,5.0,1.0,1.4,1.4,3.9,5.3,41.0,110.0,109.0,0.06,0.24,0.3,0.06,0.3,0.08,0.23,0.32,0.08,0.32,16.9,91.0,5.4,60.0,26.0,2.0,2.0,1.0,0.0,12.0,0.71,9.0,2.0,1.0,0.0,0.0,0.0,702.0,907.0,77.4,12150.0,3958.0,367.0,406.0,90.4,227.0,285.0,79.6,91.0,158.0,57.6,4.0,3.9,4.9,0.1,42.0,74.0,38.0,14.0,110.0,0.0,22.0,35.0,3.0,132.0,5.0,17.0,0.0,0.0,0.0,88.0,8.0,9.0,47.1,1.0,26.0,6.0,23.1,1.54,0.36,0.04,0.17,24.3,1.0,0.0,0.0,1.4,1.4,0.05,-0.4,-0.4,24.0,17.0,14.0,8.0,2.0,8.0,28.0,28.6,20.0,9.0,0.0,9.0,5.0,29.0,4.0,0.0,52.0,44.4,15.0,77.0,6.0,14.0,26.0,1.0,1.03,30.0,35.0,-5.0,-0.3,-0.25,21.4,26.4,-5.0,-0.3,-0.01,1064.0,9.0,131.0,424.0,522.0,29.0,1064.0,48.0,27.0,56.3,16.0,33.3,669.0,3701.0,1705.0,41.0,39.0,7.0
Mattias Svanberg,24.0,Midfielder,Bundesliga,Wolfsburg,25.0,20.0,1715.0,19.1,1.0,3.0,4.0,1.0,0.0,0.0,8.0,0.0,3.0,3.0,2.3,5.3,28.0,84.0,52.0,0.05,0.16,0.21,0.05,0.21,0.15,0.12,0.28,0.15,0.28,19.1,59.0,3.09,34.0,10.0,4.0,6.0,5.0,0.0,9.0,0.47,7.0,0.0,0.0,1.0,1.0,0.0,574.0,807.0,71.1,8980.0,2918.0,306.0,369.0,82.9,204.0,270.0,75.6,38.0,104.0,36.5,3.0,2.3,2.5,0.7,26.0,59.0,16.0,2.0,84.0,0.0,42.0,32.0,2.0,55.0,21.0,17.0,1.0,0.0,0.0,98.0,20.0,11.0,64.5,1.0,42.0,11.0,26.2,2.2,0.58,0.02,0.09,21.5,6.0,0.0,0.0,3.0,3.0,0.07,-2.0,-2.0,37.0,17.0,8.0,19.0,10.0,12.0,38.0,31.6,26.0,25.0,5.0,20.0,21.0,58.0,28.0,0.0,69.0,56.0,20.0,80.0,5.0,5.0,25.0,4.0,1.16,25.0,33.0,-8.0,-0.42,0.05,23.4,27.8,-4.4,-0.23,-0.15,1035.0,33.0,199.0,567.0,285.0,29.0,1035.0,30.0,15.0,50.0,13.0,43.3,501.0,2374.0,1249.0,28.0,20.0,7.0
Dominik Szoboszlai,22.0,Midfielder,Premier League,Liverpool,33.0,25.0,2104.0,23.4,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,3.7,3.7,5.8,9.5,75.0,152.0,160.0,0.13,0.09,0.21,0.13,0.21,0.16,0.25,0.4,0.16,0.4,23.4,115.0,4.92,84.0,21.0,4.0,3.0,3.0,0.0,7.0,0.3,5.0,0.0,0.0,1.0,1.0,0.0,1280.0,1550.0,82.6,20367.0,4929.0,694.0,777.0,89.3,441.0,507.0,87.0,98.0,169.0,58.0,2.0,5.8,5.1,-3.8,56.0,98.0,33.0,6.0,152.0,0.0,29.0,29.0,3.0,113.0,15.0,19.0,2.0,0.0,0.0,171.0,12.0,20.0,37.5,3.0,60.0,15.0,25.0,2.57,0.64,0.05,0.2,24.3,7.0,0.0,0.0,3.7,3.7,0.06,-0.7,-0.7,32.0,19.0,12.0,12.0,8.0,16.0,50.0,32.0,34.0,37.0,2.0,35.0,15.0,47.0,16.0,1.0,64.0,61.5,25.0,79.0,12.0,8.0,15.0,0.0,2.12,42.0,23.0,19.0,0.81,-0.97,50.5,25.5,25.1,1.07,-0.09,1802.0,36.0,239.0,868.0,718.0,71.0,1802.0,56.0,24.0,42.9,27.0,48.2,1043.0,5475.0,2880.0,75.0,67.0,22.0
Przemysław Szymiński,29.0,Midfielder,Serie A,Frosinone,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,9.0,10.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.3,0.0,0.0,0.0,1.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.66,0.0,0.3,-0.3,-3.12,-2.81,3.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0
Renato Tapia,28.0,Midfielder,La Liga,Celta Vigo,21.0,15.0,1337.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.6,1.6,9.0,61.0,14.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,14.9,27.0,1.82,22.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,715.0,75.7,9909.0,3901.0,249.0,283.0,88.0,200.0,247.0,81.0,77.0,141.0,54.6,0.0,0.6,0.7,-0.6,7.0,64.0,11.0,2.0,61.0,1.0,24.0,27.0,1.0,9.0,21.0,29.0,0.0,0.0,0.0,112.0,43.0,33.0,56.6,0.0,19.0,1.0,5.3,1.28,0.07,0.0,0.0,20.8,2.0,0.0,0.0,1.0,1.0,0.05,-1.0,-1.0,41.0,29.0,19.0,19.0,3.0,14.0,25.0,56.0,11.0,31.0,7.0,24.0,21.0,62.0,50.0,1.0,64.0,39.1,15.0,81.0,10.0,6.0,19.0,9.0,1.1,14.0,15.0,-1.0,-0.07,0.36,15.5,18.3,-2.8,-0.19,-0.15,949.0,68.0,318.0,503.0,140.0,13.0,949.0,39.0,27.0,69.2,9.0,23.1,477.0,2342.0,1057.0,9.0,13.0,0.0
Oussama Targhalline,21.0,Midfielder,Ligue 1,Le Havre,14.0,12.0,1025.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.2,0.2,0.4,0.6,27.0,70.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,11.4,24.0,2.11,18.0,0.0,0.0,0.0,3.0,3.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,600.0,704.0,85.2,9591.0,3081.0,301.0,337.0,89.3,229.0,257.0,89.1,45.0,67.0,67.2,0.0,0.4,0.5,-0.4,8.0,67.0,10.0,3.0,70.0,1.0,13.0,21.0,0.0,8.0,20.0,11.0,0.0,0.0,0.0,68.0,7.0,13.0,35.0,0.0,6.0,0.0,0.0,0.53,0.0,0.0,0.0,28.4,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,23.0,11.0,16.0,7.0,0.0,15.0,25.0,60.0,10.0,9.0,3.0,6.0,20.0,43.0,14.0,2.0,73.0,33.5,12.0,80.0,3.0,2.0,30.0,1.0,1.14,19.0,15.0,4.0,0.35,1.01,13.7,14.7,-1.0,-0.09,0.46,813.0,30.0,197.0,497.0,135.0,3.0,813.0,16.0,7.0,43.8,7.0,43.8,630.0,3975.0,1794.0,27.0,32.0,0.0
Elayis Tavsan,22.0,Midfielder,Serie A,Hellas Verona,3.0,0.0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,0.6,1.0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,143.0,42.0,3.0,3.0,100.0,3.0,3.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,5.4,1.8,0.0,0.0,23.9,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,1.5,0.0,0.0,0.0,3.0,17.0,13.0,0.67,0.0,1.0,-1.0,-1.8,-1.48,0.6,1.2,-0.6,-1.11,-0.84,14.0,0.0,3.0,3.0,8.0,1.0,14.0,1.0,1.0,100.0,0.0,0.0,10.0,82.0,46.0,2.0,1.0,1.0
Aurélien Tchouaméni,23.0,Midfielder,La Liga,Real Madrid,27.0,22.0,1987.0,22.1,3.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,1.3,1.3,0.9,2.1,28.0,111.0,15.0,0.14,0.05,0.18,0.14,0.18,0.06,0.04,0.1,0.06,0.1,22.1,35.0,1.58,30.0,0.0,1.0,3.0,0.0,1.0,11.0,0.5,10.0,0.0,0.0,1.0,0.0,0.0,1377.0,1520.0,90.6,22672.0,7487.0,688.0,729.0,94.4,592.0,639.0,92.6,82.0,113.0,72.6,1.0,0.9,1.4,0.1,11.0,154.0,13.0,4.0,111.0,0.0,20.0,22.0,0.0,22.0,28.0,23.0,0.0,0.0,0.0,99.0,51.0,24.0,68.0,3.0,27.0,7.0,25.9,1.22,0.32,0.11,0.43,22.2,0.0,0.0,0.0,1.3,1.3,0.05,1.7,1.7,38.0,23.0,19.0,17.0,2.0,9.0,18.0,50.0,9.0,21.0,13.0,8.0,28.0,66.0,52.0,1.0,74.0,58.1,22.0,86.0,18.0,5.0,20.0,1.0,2.67,48.0,13.0,35.0,1.59,-0.05,40.0,18.8,21.2,0.96,0.2,1722.0,132.0,539.0,985.0,211.0,20.0,1722.0,13.0,6.0,46.2,3.0,23.1,1152.0,6365.0,3569.0,28.0,41.0,1.0
Ramón Terrats,22.0,Midfielder,La Liga,Villarreal,19.0,6.0,785.0,8.7,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,1.6,1.9,19.0,38.0,54.0,0.0,0.23,0.23,0.0,0.23,0.04,0.18,0.22,0.04,0.22,8.7,22.0,2.51,13.0,4.0,1.0,1.0,2.0,1.0,3.0,0.34,2.0,0.0,0.0,0.0,1.0,0.0,375.0,462.0,81.2,6134.0,1666.0,191.0,213.0,89.7,160.0,179.0,89.4,21.0,46.0,45.7,2.0,1.6,1.2,0.4,8.0,28.0,6.0,2.0,38.0,0.0,15.0,16.0,1.0,28.0,3.0,13.0,0.0,1.0,0.0,45.0,5.0,5.0,50.0,0.0,8.0,1.0,12.5,0.92,0.11,0.0,0.0,21.2,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4,17.0,13.0,8.0,8.0,1.0,7.0,15.0,46.7,8.0,11.0,1.0,10.0,3.0,20.0,9.0,0.0,41.0,23.0,6.0,78.0,1.0,13.0,24.0,7.0,1.16,13.0,18.0,-5.0,-0.57,-0.74,11.7,16.0,-4.3,-0.49,-0.53,560.0,20.0,108.0,299.0,158.0,12.0,560.0,25.0,11.0,44.0,9.0,36.0,304.0,1753.0,843.0,19.0,13.0,3.0
Teddy Teuma,29.0,Midfielder,Ligue 1,Reims,28.0,25.0,2113.0,23.5,6.0,3.0,9.0,5.0,1.0,1.0,7.0,0.0,3.1,2.3,3.7,6.0,29.0,157.0,112.0,0.26,0.13,0.38,0.21,0.34,0.13,0.16,0.29,0.1,0.26,23.5,92.0,3.92,60.0,22.0,4.0,4.0,1.0,1.0,10.0,0.43,5.0,3.0,1.0,0.0,0.0,1.0,1181.0,1512.0,78.1,20531.0,6156.0,534.0,622.0,85.9,467.0,556.0,84.0,128.0,240.0,53.3,3.0,3.7,4.3,-0.7,42.0,121.0,31.0,8.0,157.0,0.0,32.0,30.0,1.0,139.0,20.0,36.0,0.0,0.0,0.0,146.0,10.0,15.0,40.0,6.0,43.0,14.0,32.6,1.83,0.6,0.12,0.36,23.3,8.0,1.0,1.0,3.1,2.3,0.05,2.9,2.7,54.0,36.0,19.0,21.0,14.0,25.0,62.0,40.3,37.0,33.0,4.0,29.0,20.0,74.0,6.0,0.0,75.0,69.1,25.0,81.0,11.0,3.0,28.0,0.0,1.46,32.0,30.0,2.0,0.09,0.75,33.2,29.5,3.6,0.15,0.68,1761.0,15.0,261.0,967.0,558.0,32.0,1760.0,47.0,27.0,57.4,16.0,34.0,1272.0,6693.0,2853.0,29.0,38.0,4.0
Norman Theuerkauf,36.0,Midfielder,Bundesliga,Heidenheim,25.0,14.0,1259.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.8,1.2,15.0,46.0,17.0,0.0,0.07,0.07,0.0,0.07,0.03,0.06,0.09,0.03,0.09,14.0,27.0,1.93,19.0,4.0,0.0,1.0,2.0,1.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,462.0,590.0,78.3,9518.0,3473.0,167.0,196.0,85.2,211.0,253.0,83.4,75.0,112.0,67.0,1.0,0.8,1.5,0.2,13.0,42.0,7.0,2.0,46.0,0.0,13.0,16.0,0.0,22.0,14.0,16.0,0.0,1.0,0.0,77.0,12.0,10.0,54.5,0.0,7.0,2.0,28.6,0.5,0.14,0.0,0.0,19.1,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4,24.0,16.0,13.0,7.0,4.0,13.0,22.0,59.1,9.0,16.0,6.0,10.0,14.0,38.0,21.0,0.0,50.0,41.1,14.0,74.0,4.0,11.0,20.0,8.0,1.4,20.0,21.0,-1.0,-0.07,0.13,16.1,28.9,-12.8,-0.92,-0.43,709.0,48.0,257.0,347.0,111.0,16.0,709.0,6.0,3.0,50.0,3.0,50.0,336.0,2206.0,961.0,15.0,12.0,2.0
Denis Thomalla,30.0,Midfielder,Bundesliga,Heidenheim,21.0,3.0,446.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,3.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.13,0.06,0.13,5.0,9.0,1.82,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,191.0,74.9,2466.0,675.0,66.0,88.0,75.0,54.0,71.0,76.1,17.0,20.0,85.0,0.0,0.4,0.8,-0.4,4.0,9.0,4.0,1.0,22.0,0.0,6.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,29.0,18.0,16.0,52.9,0.0,3.0,0.0,0.0,0.61,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.3,0.3,0.09,-0.3,-0.3,9.0,6.0,4.0,4.0,1.0,5.0,11.0,45.5,6.0,3.0,2.0,1.0,4.0,13.0,13.0,0.0,21.0,14.6,3.0,68.0,0.0,18.0,13.0,5.0,1.24,9.0,11.0,-2.0,-0.4,-0.3,7.8,11.8,-4.0,-0.81,-0.17,237.0,15.0,55.0,132.0,52.0,9.0,237.0,2.0,2.0,100.0,0.0,0.0,129.0,466.0,177.0,3.0,2.0,0.0
Adrien Thomasson,29.0,Midfielder,Ligue 1,Lens,29.0,13.0,1193.0,13.3,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,3.8,3.8,3.9,7.7,20.0,68.0,121.0,0.08,0.15,0.23,0.08,0.23,0.29,0.29,0.58,0.29,0.58,13.3,75.0,5.64,59.0,9.0,0.0,4.0,3.0,0.0,3.0,0.23,1.0,1.0,0.0,0.0,1.0,0.0,506.0,679.0,74.5,7672.0,1909.0,261.0,319.0,81.8,192.0,248.0,77.4,27.0,52.0,51.9,2.0,3.9,3.8,-1.9,30.0,44.0,15.0,3.0,68.0,0.0,16.0,16.0,5.0,47.0,9.0,14.0,1.0,0.0,0.0,89.0,13.0,23.0,36.1,1.0,31.0,6.0,19.4,2.34,0.45,0.03,0.17,14.3,0.0,0.0,0.0,3.8,3.8,0.12,-2.8,-2.8,25.0,14.0,4.0,16.0,5.0,11.0,34.0,32.4,23.0,14.0,0.0,14.0,9.0,34.0,10.0,1.0,41.0,39.0,13.0,71.0,1.0,16.0,17.0,4.0,1.45,14.0,15.0,-1.0,-0.08,-0.51,22.5,18.2,4.3,0.32,0.17,822.0,17.0,107.0,330.0,393.0,75.0,822.0,14.0,9.0,64.3,5.0,35.7,611.0,3027.0,1117.0,20.0,23.0,7.0
Morten Thorsby,27.0,Midfielder,Serie A,Genoa,24.0,9.0,1157.0,12.9,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,1.8,1.8,1.4,3.2,6.0,28.0,39.0,0.16,0.16,0.31,0.16,0.31,0.14,0.11,0.25,0.14,0.25,12.9,14.0,1.09,11.0,0.0,1.0,2.0,0.0,0.0,2.0,0.16,1.0,0.0,0.0,1.0,0.0,0.0,206.0,332.0,62.0,2782.0,810.0,116.0,173.0,67.1,64.0,99.0,64.6,5.0,14.0,35.7,2.0,1.4,0.6,0.6,9.0,21.0,6.0,2.0,28.0,0.0,28.0,7.0,6.0,9.0,4.0,11.0,0.0,0.0,0.0,41.0,67.0,56.0,54.5,2.0,13.0,6.0,46.2,1.01,0.47,0.15,0.33,12.2,0.0,0.0,0.0,1.8,1.8,0.14,0.2,0.2,19.0,11.0,9.0,8.0,2.0,7.0,14.0,50.0,7.0,21.0,5.0,16.0,4.0,23.0,20.0,0.0,48.0,33.8,9.0,84.0,7.0,15.0,27.0,12.0,1.46,18.0,20.0,-2.0,-0.16,-0.24,11.4,17.1,-5.8,-0.45,-0.4,470.0,26.0,83.0,225.0,165.0,22.0,470.0,10.0,4.0,40.0,5.0,50.0,198.0,828.0,279.0,6.0,9.0,0.0
Kristian Thorstvedt,24.0,Midfielder,Serie A,Sassuolo,34.0,30.0,2397.0,26.6,6.0,1.0,7.0,6.0,0.0,0.0,7.0,0.0,4.4,4.4,1.6,5.9,30.0,130.0,94.0,0.23,0.04,0.26,0.23,0.26,0.16,0.06,0.22,0.16,0.22,26.6,80.0,3.0,66.0,1.0,3.0,4.0,3.0,3.0,4.0,0.15,1.0,0.0,0.0,1.0,1.0,1.0,710.0,978.0,72.6,11390.0,3666.0,392.0,484.0,81.0,239.0,311.0,76.8,60.0,111.0,54.1,1.0,1.6,1.6,-0.6,36.0,85.0,15.0,2.0,130.0,0.0,36.0,39.0,1.0,26.0,21.0,22.0,0.0,0.0,0.0,112.0,55.0,68.0,44.7,6.0,42.0,15.0,35.7,1.58,0.56,0.14,0.4,15.8,0.0,0.0,0.0,4.4,4.4,0.1,1.6,1.6,40.0,22.0,7.0,28.0,5.0,22.0,44.0,50.0,22.0,25.0,9.0,16.0,21.0,61.0,36.0,0.0,71.0,70.1,30.0,76.0,10.0,4.0,32.0,3.0,0.68,32.0,53.0,-21.0,-0.79,0.18,29.3,39.2,-9.8,-0.37,0.68,1273.0,59.0,224.0,693.0,370.0,73.0,1273.0,38.0,15.0,39.5,19.0,50.0,680.0,3586.0,1729.0,30.0,36.0,5.0
Khéphren Thuram,22.0,Midfielder,Ligue 1,Nice,27.0,25.0,2108.0,23.4,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,3.4,3.4,3.7,7.0,67.0,104.0,57.0,0.04,0.04,0.09,0.04,0.09,0.14,0.16,0.3,0.14,0.3,23.4,79.0,3.37,59.0,0.0,6.0,7.0,3.0,4.0,5.0,0.21,5.0,0.0,0.0,0.0,0.0,0.0,978.0,1134.0,86.2,15397.0,3692.0,507.0,561.0,90.4,391.0,449.0,87.1,49.0,75.0,65.3,1.0,3.7,3.2,-2.7,31.0,82.0,24.0,6.0,104.0,0.0,33.0,22.0,2.0,20.0,18.0,29.0,0.0,0.0,0.0,129.0,19.0,17.0,52.8,1.0,39.0,11.0,28.2,1.67,0.47,0.03,0.09,18.3,0.0,0.0,0.0,3.4,3.4,0.09,-2.4,-2.4,42.0,29.0,13.0,23.0,6.0,20.0,40.0,50.0,20.0,21.0,10.0,11.0,18.0,60.0,37.0,0.0,78.0,68.9,25.0,83.0,16.0,2.0,22.0,0.0,1.59,27.0,18.0,9.0,0.38,0.2,32.5,25.0,7.5,0.32,-0.34,1397.0,76.0,296.0,842.0,284.0,43.0,1397.0,62.0,35.0,56.5,25.0,40.3,1120.0,6993.0,3321.0,67.0,67.0,10.0
